université,code_filiere,bac_type,year,score_min,page,filiere_name,score_prev_year
Universite de Tunis,20501,Sciences,2025,71.4984,21,Licence Chimie (Bizerte),73.8198
Universite de Tunis,20501,Technique,2023,86.6048,21,Licence Chimie (Bizerte),
Universite de Tunis,20501,Technique,2024,104.84,21,Licence Chimie (Bizerte),86.6048
Universite de Tunis,20501,Technique,2025,106.4329,21,Licence Chimie (Bizerte),104.84
Universite de Tunis,20502,Mathematiques,2024,114.655,21,Licence Physique-Chimie (Bizerte),
Universite de Tunis,20502,Mathematiques,2025,95.5966,21,Licence Physique-Chimie (Bizerte),114.655
Universite de Tunis,20502,Sciences,2023,79.8569,21,Licence Physique-Chimie (Bizerte),
Universite de Tunis,20502,Sciences,2024,74.7132,21,Licence Physique-Chimie (Bizerte),79.8569
Universite de Tunis,20502,Sciences,2025,72.4551,21,Licence Physique-Chimie (Bizerte),74.7132
Universite de Tunis,20502,Technique,2023,98.75,21,Licence Physique-Chimie (Bizerte),
Universite de Tunis,20502,Technique,2024,97.1415,21,Licence Physique-Chimie (Bizerte),98.75
Universite de Tunis,20502,Technique,2025,162.7363,21,Licence Physique-Chimie (Bizerte),97.1415
Universite de Tunis,20503,Mathematiques,2024,96.6067,21,Licence Physique (Bizerte),
Universite de Tunis,20503,Mathematiques,2025,90.0635,21,Licence Physique (Bizerte),96.6067
Universite de Tunis,20503,Sciences,2023,81.0134,21,Licence Physique (Bizerte),
Universite de Tunis,20503,Sciences,2024,82.9035,21,Licence Physique (Bizerte),81.0134
Universite de Tunis,20503,Sciences,2025,72.587,21,Licence Physique (Bizerte),82.9035
Universite de Tunis,20503,Technique,2023,88.8835,21,Licence Physique (Bizerte),
Universite de Tunis,20503,Technique,2024,94.7699,21,Licence Physique (Bizerte),88.8835
Universite de Tunis,20503,Technique,2025,91.93,21,Licence Physique (Bizerte),94.7699
Universite de Tunis,20504,Mathematiques,2023,80.9967,21,Licence Physique Energie (Bizerte),
Universite de Tunis,20504,Mathematiques,2024,98.6834,21,Licence Physique Energie (Bizerte),80.9967
Universite de Tunis,20504,Mathematiques,2025,107.6684,21,Licence Physique Energie (Bizerte),98.6834
Universite de Tunis,20504,Sciences,2023,80.0883,21,Licence Physique Energie (Bizerte),
Universite de Tunis,20504,Sciences,2024,75.936,21,Licence Physique Energie (Bizerte),80.0883
Universite de Tunis,20504,Sciences,2025,79.1333,21,Licence Physique Energie (Bizerte),75.936
Universite de Tunis,20504,Technique,2023,94.5985,21,Licence Physique Energie (Bizerte),
Universite de Tunis,20504,Technique,2024,95.2503,21,Licence Physique Energie (Bizerte),94.5985
Universite de Tunis,20504,Technique,2025,93.3199,21,Licence Physique Energie (Bizerte),95.2503
Universite de Tunis,20507,Informatique,2023,123.6064,21,Licence Mathematiques (Bizerte),
Universite de Tunis,20507,Informatique,2024,105.775,21,Licence Mathematiques (Bizerte),123.6064
Universite de Tunis,20507,Informatique,2025,153.0849,21,Licence Mathematiques (Bizerte),105.775
Universite de Tunis,20507,Mathematiques,2023,86.618,21,Licence Mathematiques (Bizerte),
Universite de Tunis,20507,Mathematiques,2024,79.215,21,Licence Mathematiques (Bizerte),86.618
Universite de Tunis,20507,Mathematiques,2025,74.9449,21,Licence Mathematiques (Bizerte),79.215
Universite de Tunis,20507,Sciences,2023,76.3382,21,Licence Mathematiques (Bizerte),
Universite de Tunis,20507,Sciences,2024,82.1899,21,Licence Mathematiques (Bizerte),76.3382
Universite de Tunis,20507,Sciences,2025,86.2698,21,Licence Mathematiques (Bizerte),82.1899
Universite de Tunis,20507,Technique,2023,110.145,21,Licence Mathematiques (Bizerte),
Universite de Tunis,20507,Technique,2024,122.34,21,Licence Mathematiques (Bizerte),110.145
Universite de Tunis,20507,Technique,2025,112.795,21,Licence Mathematiques (Bizerte),122.34
Universite de Tunis,20509,Mathematiques,2025,115.6403,21,Licence Sciences Biologiques (Bizerte),
Universite de Tunis,20509,Sciences,2023,106.4704,21,Licence Sciences Biologiques (Bizerte),
Universite de Tunis,20509,Sciences,2024,107.995,21,Licence Sciences Biologiques (Bizerte),106.4704
Universite de Tunis,20509,Sciences,2025,108.79,21,Licence Sciences Biologiques (Bizerte),107.995
Universite de Tunis,20510,Mathematiques,2023,111.2409,21,Licence Sciences Terre (Bizerte),
Universite de Tunis,20510,Mathematiques,2024,89.8333,21,Licence Sciences Terre (Bizerte),111.2409
Universite de Tunis,20510,Mathematiques,2025,90.1086,21,Licence Sciences Terre (Bizerte),89.8333
Universite de Tunis,20510,Sciences,2023,77.4499,21,Licence Sciences Terre (Bizerte),
Universite de Tunis,20510,Sciences,2024,79.302,21,Licence Sciences Terre (Bizerte),77.4499
Universite de Tunis,20510,Sciences,2025,73.5867,21,Licence Sciences Terre (Bizerte),79.302
Universite de Tunis,20510,Technique,2023,92.3484,21,Licence Sciences Terre (Bizerte),
Universite de Tunis,20510,Technique,2024,87.3883,21,Licence Sciences Terre (Bizerte),92.3484
Universite de Tunis,20510,Technique,2025,93.0501,21,Licence Sciences Terre (Bizerte),87.3883
Universite de Tunis,20512,Mathematiques,2025,117.2292,22,Licence Sciences Vie Milieu (Bizerte),
Universite de Tunis,20512,Sciences,2023,80.7976,22,Licence Sciences Vie Milieu (Bizerte),
Universite de Tunis,20512,Sciences,2024,77.7835,22,Licence Sciences Vie Milieu (Bizerte),80.7976
Universite de Tunis,20512,Sciences,2025,84.4898,22,Licence Sciences Vie Milieu (Bizerte),77.7835
Universite de Tunis,20513,Mathematiques,2023,97.245,22,Licence Sciences Vie Terre (Bizerte),
Universite de Tunis,20513,Mathematiques,2025,106.1761,22,Licence Sciences Vie Terre (Bizerte),97.245
Universite de Tunis,20513,Sciences,2023,110.4454,22,Licence Sciences Vie Terre (Bizerte),
Universite de Tunis,20513,Sciences,2024,113.3181,22,Licence Sciences Vie Terre (Bizerte),110.4454
Universite de Tunis,20513,Sciences,2025,111.125,22,Licence Sciences Vie Terre (Bizerte),113.3181
Universite de Tunis,20518,Informatique,2023,177.8817,22,Prepa Integree (Bizerte),
Universite de Tunis,20518,Informatique,2024,182.5333,22,Prepa Integree (Bizerte),177.8817
Universite de Tunis,20518,Informatique,2025,182.8483,22,Prepa Integree (Bizerte),182.5333
Universite de Tunis,20518,Mathematiques,2023,161.9,22,Prepa Integree (Bizerte),
Universite de Tunis,20518,Mathematiques,2024,174.04,22,Prepa Integree (Bizerte),161.9
Universite de Tunis,20518,Mathematiques,2025,166.3583,22,Prepa Integree (Bizerte),174.04
Universite de Tunis,20518,Sciences,2023,166.3483,22,Prepa Integree (Bizerte),
Universite de Tunis,20518,Sciences,2024,167.135,22,Prepa Integree (Bizerte),166.3483
Universite de Tunis,20518,Sciences,2025,168.5933,22,Prepa Integree (Bizerte),167.135
Universite de Tunis,20518,Technique,2023,163.86,22,Prepa Integree (Bizerte),
Universite de Tunis,20518,Technique,2024,172.4333,22,Prepa Integree (Bizerte),163.86
Universite de Tunis,20518,Technique,2025,174.4467,22,Prepa Integree (Bizerte),172.4333
Universite de Tunis,20522,Informatique,2023,150.115,28,Code_20522,
Universite de Tunis,20522,Informatique,2024,148.16,28,Code_20522,150.115
Universite de Tunis,20522,Informatique,2025,132.98,28,Code_20522,148.16
Universite de Tunis,20522,Mathematiques,2023,88.3,28,Code_20522,
Universite de Tunis,20522,Mathematiques,2024,147.435,28,Code_20522,88.3
Universite de Tunis,20522,Mathematiques,2025,146.015,28,Code_20522,147.435
Universite de Tunis,20522,Sciences,2023,111.455,28,Code_20522,
Universite de Tunis,20522,Sciences,2024,118.845,28,Code_20522,111.455
Universite de Tunis,20522,Sciences,2025,126.805,28,Code_20522,118.845
Universite de Tunis,20523,Informatique,2023,154.57,22,Licence Informatique (Bizerte),
Universite de Tunis,20523,Informatique,2024,169.52,22,Licence Informatique (Bizerte),154.57
Universite de Tunis,20523,Informatique,2025,168.675,22,Licence Informatique (Bizerte),169.52
Universite de Tunis,20523,Mathematiques,2023,128.8,22,Licence Informatique (Bizerte),
Universite de Tunis,20523,Mathematiques,2024,152.91,22,Licence Informatique (Bizerte),128.8
Universite de Tunis,20523,Mathematiques,2025,153.765,22,Licence Informatique (Bizerte),152.91
Universite de Tunis,20523,Sciences,2023,138.9449,22,Licence Informatique (Bizerte),
Universite de Tunis,20523,Sciences,2024,141.485,22,Licence Informatique (Bizerte),138.9449
Universite de Tunis,20523,Sciences,2025,143.83,22,Licence Informatique (Bizerte),141.485
Universite de Tunis,20523,Technique,2023,168.3,22,Licence Informatique (Bizerte),
Universite de Tunis,20523,Technique,2024,163.8,22,Licence Informatique (Bizerte),168.3
Universite de Tunis,20523,Technique,2025,171.415,22,Licence Informatique (Bizerte),163.8
Universite de Tunis,20524,Informatique,2023,138.4259,22,Licence Ingenierie Systemes Info (Bizerte),
Universite de Tunis,20524,Informatique,2024,147.115,22,Licence Ingenierie Systemes Info (Bizerte),138.4259
Universite de Tunis,20524,Informatique,2025,144.705,22,Licence Ingenierie Systemes Info (Bizerte),147.115
Universite de Tunis,20524,Mathematiques,2023,99.0482,22,Licence Ingenierie Systemes Info (Bizerte),
Universite de Tunis,20524,Mathematiques,2024,143.64,22,Licence Ingenierie Systemes Info (Bizerte),99.0482
Universite de Tunis,20524,Mathematiques,2025,145.685,22,Licence Ingenierie Systemes Info (Bizerte),143.64
Universite de Tunis,20524,Sciences,2023,123.615,22,Licence Ingenierie Systemes Info (Bizerte),
Universite de Tunis,20524,Sciences,2024,126.645,22,Licence Ingenierie Systemes Info (Bizerte),123.615
Universite de Tunis,20524,Sciences,2025,137.2,22,Licence Ingenierie Systemes Info (Bizerte),126.645
Universite de Tunis,20524,Technique,2023,147.6975,22,Licence Ingenierie Systemes Info (Bizerte),
Universite de Tunis,20524,Technique,2024,161.6342,22,Licence Ingenierie Systemes Info (Bizerte),147.6975
Universite de Tunis,20524,Technique,2025,179.4765,22,Licence Ingenierie Systemes Info (Bizerte),161.6342
Universite de Tunis,20546,Mathematiques,2024,116.35,22,Licence Biotechnologie (Bizerte),
Universite de Tunis,20546,Mathematiques,2025,122.9001,22,Licence Biotechnologie (Bizerte),116.35
Universite de Tunis,20546,Sciences,2023,99.2318,22,Licence Biotechnologie (Bizerte),
Universite de Tunis,20546,Sciences,2024,103.0661,22,Licence Biotechnologie (Bizerte),99.2318
Universite de Tunis,20546,Sciences,2025,107.3033,22,Licence Biotechnologie (Bizerte),103.0661
Universite de Tunis,20573,Informatique,2023,123.6,22,Licence TIC (Bizerte),
Universite de Tunis,20573,Informatique,2024,128.1058,22,Licence TIC (Bizerte),123.6
Universite de Tunis,20573,Informatique,2025,127.0567,22,Licence TIC (Bizerte),128.1058
Universite de Tunis,20573,Mathematiques,2023,115.7583,22,Licence TIC (Bizerte),
Universite de Tunis,20573,Mathematiques,2024,133.2833,22,Licence TIC (Bizerte),115.7583
Universite de Tunis,20573,Mathematiques,2025,137.5183,22,Licence TIC (Bizerte),133.2833
Universite de Tunis,20573,Sciences,2023,110.1267,22,Licence TIC (Bizerte),
Universite de Tunis,20573,Sciences,2024,119.4887,22,Licence TIC (Bizerte),110.1267
Universite de Tunis,20573,Sciences,2025,125.1483,22,Licence TIC (Bizerte),119.4887
Universite de Tunis,20573,Technique,2023,131.48,22,Licence TIC (Bizerte),
Universite de Tunis,20573,Technique,2024,125.9767,22,Licence TIC (Bizerte),131.48
Universite de Tunis,20573,Technique,2025,151.6636,22,Licence TIC (Bizerte),125.9767
Universite de Tunis,20603,Mathematiques,2023,100.6272,22,Licence Genie Energetique (Bizerte),
Universite de Tunis,20603,Mathematiques,2024,110.0833,22,Licence Genie Energetique (Bizerte),100.6272
Universite de Tunis,20603,Mathematiques,2025,125.2117,22,Licence Genie Energetique (Bizerte),110.0833
Universite de Tunis,20603,Sciences,2023,90.7158,22,Licence Genie Energetique (Bizerte),
Universite de Tunis,20603,Sciences,2024,98.549,22,Licence Genie Energetique (Bizerte),90.7158
Universite de Tunis,20603,Sciences,2025,99.6616,22,Licence Genie Energetique (Bizerte),98.549
Universite de Tunis,20603,Technique,2023,103.9095,22,Licence Genie Energetique (Bizerte),
Universite de Tunis,20603,Technique,2024,112.0083,22,Licence Genie Energetique (Bizerte),103.9095
Universite de Tunis,20603,Technique,2025,116.5033,22,Licence Genie Energetique (Bizerte),112.0083
Universite de Tunis,20629,Informatique,2023,130.015,22,Licence Electronique (Bizerte),
Universite de Tunis,20629,Informatique,2024,118.4597,22,Licence Electronique (Bizerte),130.015
Universite de Tunis,20629,Informatique,2025,124.6497,22,Licence Electronique (Bizerte),118.4597
Universite de Tunis,20629,Mathematiques,2023,98.3183,22,Licence Electronique (Bizerte),
Universite de Tunis,20629,Mathematiques,2024,119.85,22,Licence Electronique (Bizerte),98.3183
Universite de Tunis,20629,Mathematiques,2025,120.635,22,Licence Electronique (Bizerte),119.85
Universite de Tunis,20629,Sciences,2023,99.2779,22,Licence Electronique (Bizerte),
Universite de Tunis,20629,Sciences,2024,106.715,22,Licence Electronique (Bizerte),99.2779
Universite de Tunis,20629,Sciences,2025,110.7772,22,Licence Electronique (Bizerte),106.715
Universite de Tunis,20629,Technique,2023,108.1538,22,Licence Electronique (Bizerte),
Universite de Tunis,20629,Technique,2024,125.16,22,Licence Electronique (Bizerte),108.1538
Universite de Tunis,20629,Technique,2025,126.1183,22,Licence Electronique (Bizerte),125.16
Universite de Tunis,20832,Mathematiques,2023,100.265,28,Code_20832,
Universite de Tunis,20832,Mathematiques,2024,133.005,28,Code_20832,100.265
Universite de Tunis,20832,Mathematiques,2025,129.2417,28,Code_20832,133.005
Universite de Tunis,20832,Sciences,2023,103.7222,28,Code_20832,
Universite de Tunis,20832,Sciences,2024,109.3417,28,Code_20832,103.7222
Universite de Tunis,20832,Sciences,2025,110.4805,28,Code_20832,109.3417
Universite de Tunis,20844,Mathematiques,2023,102.2218,23,Licence Sciences Agricoles (Mateur),
Universite de Tunis,20844,Mathematiques,2024,98.7126,23,Licence Sciences Agricoles (Mateur),102.2218
Universite de Tunis,20844,Mathematiques,2025,93.445,23,Licence Sciences Agricoles (Mateur),98.7126
Universite de Tunis,20844,Sciences,2023,76.1035,23,Licence Sciences Agricoles (Mateur),
Universite de Tunis,20844,Sciences,2024,92.9313,23,Licence Sciences Agricoles (Mateur),76.1035
Universite de Tunis,20844,Sciences,2025,95.7586,23,Licence Sciences Agricoles (Mateur),92.9313
Universite de Tunis,20844,Technique,2023,134.525,23,Licence Sciences Agricoles (Mateur),
Universite de Tunis,20844,Technique,2024,135.1089,23,Licence Sciences Agricoles (Mateur),134.525
Universite de Tunis,20844,Technique,2025,123.96,23,Licence Sciences Agricoles (Mateur),135.1089
Universite de Tunis,20846,Mathematiques,2023,99.42,28,Code_20846,
Universite de Tunis,20846,Mathematiques,2025,104.33,28,Code_20846,99.42
Universite de Tunis,20846,Sciences,2023,80.6234,28,Code_20846,
Universite de Tunis,20846,Sciences,2024,85.41,28,Code_20846,80.6234
Universite de Tunis,20846,Sciences,2025,82.71,28,Code_20846,85.41
Universite de Tunis,20846,Technique,2023,61.0716,28,Code_20846,
Universite de Tunis,20846,Technique,2024,83.4117,28,Code_20846,61.0716
Universite de Tunis,20846,Technique,2025,86.97,28,Code_20846,83.4117
ISET (Direction Generale),21391,Economie,2023,111.1784,79,Code_21391,
ISET (Direction Generale),21391,Economie,2024,118.1013,79,Code_21391,111.1784
ISET (Direction Generale),21391,Economie,2025,110.2635,79,Code_21391,118.1013
ISET (Direction Generale),21391,Informatique,2023,128.675,79,Code_21391,
ISET (Direction Generale),21391,Informatique,2024,145.4933,79,Code_21391,128.675
ISET (Direction Generale),21391,Informatique,2025,113.1686,79,Code_21391,145.4933
ISET (Direction Generale),21391,Mathematiques,2023,126.1316,79,Code_21391,
ISET (Direction Generale),21391,Mathematiques,2024,155.99,79,Code_21391,126.1316
ISET (Direction Generale),21391,Mathematiques,2025,135.52,79,Code_21391,155.99
ISET (Direction Generale),21391,Sciences,2023,129.175,79,Code_21391,
ISET (Direction Generale),21391,Sciences,2024,124.86,79,Code_21391,129.175
ISET (Direction Generale),21391,Sciences,2025,135.767,79,Code_21391,124.86
ISET (Direction Generale),21391,Technique,2023,142.0265,79,Code_21391,
ISET (Direction Generale),21391,Technique,2024,136.9,79,Code_21391,142.0265
ISET (Direction Generale),21391,Technique,2025,125.425,79,Code_21391,136.9
ISET (Direction Generale),21394,Economie,2023,114.5489,79,Code_21394,
ISET (Direction Generale),21394,Economie,2024,120.0808,79,Code_21394,114.5489
ISET (Direction Generale),21394,Economie,2025,111.325,79,Code_21394,120.0808
ISET (Direction Generale),21394,Informatique,2023,120.835,79,Code_21394,
ISET (Direction Generale),21394,Informatique,2024,118.0371,79,Code_21394,120.835
ISET (Direction Generale),21394,Informatique,2025,124.455,79,Code_21394,118.0371
ISET (Direction Generale),21394,Mathematiques,2023,101.59,79,Code_21394,
ISET (Direction Generale),21394,Mathematiques,2024,116.3698,79,Code_21394,101.59
ISET (Direction Generale),21394,Mathematiques,2025,113.415,79,Code_21394,116.3698
ISET (Direction Generale),21394,Sciences,2023,120.573,79,Code_21394,
ISET (Direction Generale),21394,Sciences,2024,128.7959,79,Code_21394,120.573
ISET (Direction Generale),21394,Sciences,2025,118.475,79,Code_21394,128.7959
ISET (Direction Generale),21394,Technique,2023,120.5248,79,Code_21394,
ISET (Direction Generale),21394,Technique,2024,125.93,79,Code_21394,120.5248
ISET (Direction Generale),21394,Technique,2025,120.161,79,Code_21394,125.93
ISET (Direction Generale),21396,Economie,2023,109.6001,79,Code_21396,
ISET (Direction Generale),21396,Economie,2024,118.2029,79,Code_21396,109.6001
ISET (Direction Generale),21396,Economie,2025,111.51,79,Code_21396,118.2029
ISET (Direction Generale),21396,Informatique,2023,127.89,79,Code_21396,
ISET (Direction Generale),21396,Informatique,2024,123.815,79,Code_21396,127.89
ISET (Direction Generale),21396,Informatique,2025,116.91,79,Code_21396,123.815
ISET (Direction Generale),21396,Mathematiques,2024,135.455,79,Code_21396,
ISET (Direction Generale),21396,Mathematiques,2025,126.165,79,Code_21396,135.455
ISET (Direction Generale),21396,Sciences,2023,131.5993,79,Code_21396,
ISET (Direction Generale),21396,Sciences,2024,119.875,79,Code_21396,131.5993
ISET (Direction Generale),21396,Sciences,2025,126.775,79,Code_21396,119.875
ISET (Direction Generale),21396,Technique,2023,112.9653,79,Code_21396,
ISET (Direction Generale),21396,Technique,2024,147.6814,79,Code_21396,112.9653
ISET (Direction Generale),21396,Technique,2025,129.882,79,Code_21396,147.6814
Universite de Tunis,21523,Informatique,2023,143.8134,27,Code_21523,
Universite de Tunis,21523,Informatique,2024,157.735,27,Code_21523,143.8134
Universite de Tunis,21523,Informatique,2025,150.465,27,Code_21523,157.735
Universite de Tunis,21523,Mathematiques,2023,102.5683,27,Code_21523,
Universite de Tunis,21523,Mathematiques,2024,142.3528,27,Code_21523,102.5683
Universite de Tunis,21523,Mathematiques,2025,143.185,27,Code_21523,142.3528
Universite de Tunis,21523,Sciences,2023,129.14,27,Code_21523,
Universite de Tunis,21523,Sciences,2024,131.42,27,Code_21523,129.14
Universite de Tunis,21523,Sciences,2025,138.765,27,Code_21523,131.42
Universite de Tunis,21523,Technique,2023,148.13,27,Code_21523,
Universite de Tunis,21523,Technique,2024,155.83,27,Code_21523,148.13
Universite de Tunis,21523,Technique,2025,158.0497,27,Code_21523,155.83
Universite de Tunis,21524,Informatique,2023,130.69,27,Code_21524,
Universite de Tunis,21524,Informatique,2024,138.2975,27,Code_21524,130.69
Universite de Tunis,21524,Informatique,2025,132.38,27,Code_21524,138.2975
Universite de Tunis,21524,Mathematiques,2023,103.1299,27,Code_21524,
Universite de Tunis,21524,Mathematiques,2024,135.7456,27,Code_21524,103.1299
Universite de Tunis,21524,Mathematiques,2025,139.255,27,Code_21524,135.7456
Universite de Tunis,21524,Sciences,2023,118.325,27,Code_21524,
Universite de Tunis,21524,Sciences,2024,123.035,27,Code_21524,118.325
Universite de Tunis,21524,Sciences,2025,131.4549,27,Code_21524,123.035
Universite de Tunis,21524,Technique,2023,76.7186,27,Code_21524,
Universite de Tunis,21524,Technique,2024,160.0078,27,Code_21524,76.7186
Universite de Tunis,21524,Technique,2025,154.845,27,Code_21524,160.0078
ISET (Direction Generale),21566,Economie,2023,116.785,79,Code_21566,
ISET (Direction Generale),21566,Economie,2024,129.505,79,Code_21566,116.785
ISET (Direction Generale),21566,Economie,2025,119.82,79,Code_21566,129.505
ISET (Direction Generale),21566,Informatique,2023,141.84,79,Code_21566,
ISET (Direction Generale),21566,Informatique,2024,148.695,79,Code_21566,141.84
ISET (Direction Generale),21566,Informatique,2025,146.045,79,Code_21566,148.695
ISET (Direction Generale),21566,Mathematiques,2023,105.035,79,Code_21566,
ISET (Direction Generale),21566,Mathematiques,2024,145.7608,79,Code_21566,105.035
ISET (Direction Generale),21566,Mathematiques,2025,146.62,79,Code_21566,145.7608
ISET (Direction Generale),21566,Sciences,2023,123.485,79,Code_21566,
ISET (Direction Generale),21566,Sciences,2024,129.16,79,Code_21566,123.485
ISET (Direction Generale),21566,Sciences,2025,135.9,79,Code_21566,129.16
ISET (Direction Generale),21566,Technique,2023,139.515,79,Code_21566,
ISET (Direction Generale),21566,Technique,2024,150.275,79,Code_21566,139.515
ISET (Direction Generale),21566,Technique,2025,151.8651,79,Code_21566,150.275
ISET (Direction Generale),21570,Informatique,2023,129.13,79,Code_21570,
ISET (Direction Generale),21570,Informatique,2024,116.575,79,Code_21570,129.13
ISET (Direction Generale),21570,Informatique,2025,115.785,79,Code_21570,116.575
ISET (Direction Generale),21570,Mathematiques,2023,142.9734,79,Code_21570,
ISET (Direction Generale),21570,Mathematiques,2024,140.315,79,Code_21570,142.9734
ISET (Direction Generale),21570,Mathematiques,2025,124.32,79,Code_21570,140.315
ISET (Direction Generale),21570,Sciences,2023,114.6132,79,Code_21570,
ISET (Direction Generale),21570,Sciences,2024,116.925,79,Code_21570,114.6132
ISET (Direction Generale),21570,Sciences,2025,117.09,79,Code_21570,116.925
ISET (Direction Generale),21570,Technique,2023,113.9783,79,Code_21570,
ISET (Direction Generale),21570,Technique,2024,126.1467,79,Code_21570,113.9783
ISET (Direction Generale),21570,Technique,2025,128.215,79,Code_21570,126.1467
ISET (Direction Generale),21571,Informatique,2023,123.46,79,Code_21571,
ISET (Direction Generale),21571,Informatique,2024,124.1842,79,Code_21571,123.46
ISET (Direction Generale),21571,Informatique,2025,123.63,79,Code_21571,124.1842
ISET (Direction Generale),21571,Mathematiques,2023,139.1,79,Code_21571,
ISET (Direction Generale),21571,Mathematiques,2024,140.0256,79,Code_21571,139.1
ISET (Direction Generale),21571,Mathematiques,2025,134.9431,79,Code_21571,140.0256
ISET (Direction Generale),21571,Sciences,2023,115.935,79,Code_21571,
ISET (Direction Generale),21571,Sciences,2024,118.3795,79,Code_21571,115.935
ISET (Direction Generale),21571,Sciences,2025,116.56,79,Code_21571,118.3795
ISET (Direction Generale),21571,Technique,2023,112.79,79,Code_21571,
ISET (Direction Generale),21571,Technique,2024,124.985,79,Code_21571,112.79
ISET (Direction Generale),21571,Technique,2025,124.5587,79,Code_21571,124.985
Universite de Tunis,21573,Informatique,2023,117.3833,27,Code_21573,
Universite de Tunis,21573,Informatique,2024,120.1133,27,Code_21573,117.3833
Universite de Tunis,21573,Informatique,2025,119.0517,27,Code_21573,120.1133
Universite de Tunis,21573,Mathematiques,2023,98.8245,27,Code_21573,
Universite de Tunis,21573,Mathematiques,2024,124.145,27,Code_21573,98.8245
Universite de Tunis,21573,Mathematiques,2025,128.8383,27,Code_21573,124.145
Universite de Tunis,21573,Sciences,2023,90.926,27,Code_21573,
Universite de Tunis,21573,Sciences,2024,116.6567,27,Code_21573,90.926
Universite de Tunis,21573,Sciences,2025,121.065,27,Code_21573,116.6567
Universite de Tunis,21573,Technique,2023,114.04,27,Code_21573,
Universite de Tunis,21573,Technique,2024,136.4817,27,Code_21573,114.04
Universite de Tunis,21573,Technique,2025,140.8317,27,Code_21573,136.4817
ISET (Direction Generale),21597,Mathematiques,2024,102.4649,79,Code_21597,
ISET (Direction Generale),21597,Mathematiques,2025,101.3897,79,Code_21597,102.4649
ISET (Direction Generale),21597,Sciences,2023,91.6069,79,Code_21597,
ISET (Direction Generale),21597,Sciences,2024,102.6685,79,Code_21597,91.6069
ISET (Direction Generale),21597,Sciences,2025,96.5156,79,Code_21597,102.6685
ISET (Direction Generale),21597,Technique,2023,108.395,79,Code_21597,
ISET (Direction Generale),21597,Technique,2024,127.6564,79,Code_21597,108.395
ISET (Direction Generale),21597,Technique,2025,117.791,79,Code_21597,127.6564
Universite de Tunis,21629,Informatique,2023,118.9412,27,Code_21629,
Universite de Tunis,21629,Informatique,2024,110.1458,27,Code_21629,118.9412
Universite de Tunis,21629,Informatique,2025,116.5016,27,Code_21629,110.1458
Universite de Tunis,21629,Mathematiques,2023,99.32,27,Code_21629,
Universite de Tunis,21629,Mathematiques,2024,111.4298,27,Code_21629,99.32
Universite de Tunis,21629,Mathematiques,2025,109.9569,27,Code_21629,111.4298
Universite de Tunis,21629,Sciences,2023,95.8933,27,Code_21629,
Universite de Tunis,21629,Sciences,2024,104.48,27,Code_21629,95.8933
Universite de Tunis,21629,Sciences,2025,100.69,27,Code_21629,104.48
Universite de Tunis,21629,Technique,2023,100.4277,27,Code_21629,
Universite de Tunis,21629,Technique,2024,121.26,27,Code_21629,100.4277
Universite de Tunis,21629,Technique,2025,118.4567,27,Code_21629,121.26
Universite de Tunis,21844,Mathematiques,2023,95.7273,23,Licence Sciences Agricoles (Mograne),
Universite de Tunis,21844,Mathematiques,2024,98.9585,23,Licence Sciences Agricoles (Mograne),95.7273
Universite de Tunis,21844,Mathematiques,2025,95.2218,23,Licence Sciences Agricoles (Mograne),98.9585
Universite de Tunis,21844,Sciences,2023,76.3535,23,Licence Sciences Agricoles (Mograne),
Universite de Tunis,21844,Sciences,2024,83.185,23,Licence Sciences Agricoles (Mograne),76.3535
Universite de Tunis,21844,Sciences,2025,78.3402,23,Licence Sciences Agricoles (Mograne),83.185
Universite de Tunis,21844,Technique,2023,87.7665,23,Licence Sciences Agricoles (Mograne),
Universite de Tunis,21844,Technique,2024,135.7991,23,Licence Sciences Agricoles (Mograne),87.7665
Universite de Tunis,21844,Technique,2025,137.25,23,Licence Sciences Agricoles (Mograne),135.7991
Universite de Tunis,22101,Economie,2023,90.7852,28,Code_22101,
Universite de Tunis,22101,Economie,2024,88.445,28,Code_22101,90.7852
Universite de Tunis,22101,Economie,2025,84.6582,28,Code_22101,88.445
Universite de Tunis,22101,Informatique,2023,86.915,28,Code_22101,
Universite de Tunis,22101,Informatique,2024,107.0287,28,Code_22101,86.915
Universite de Tunis,22101,Informatique,2025,107.2432,28,Code_22101,107.0287
Universite de Tunis,22101,Lettres,2023,99.8364,28,Code_22101,
Universite de Tunis,22101,Lettres,2024,99.9365,28,Code_22101,99.8364
Universite de Tunis,22101,Lettres,2025,98.7931,28,Code_22101,99.9365
Universite de Tunis,22101,Sciences,2023,111.515,28,Code_22101,
Universite de Tunis,22101,Sciences,2024,109.6033,28,Code_22101,111.515
Universite de Tunis,22101,Sciences,2025,116.507,28,Code_22101,109.6033
Universite de Tunis,22102,Economie,2023,86.8669,28,Code_22102,
Universite de Tunis,22102,Economie,2024,94.3016,28,Code_22102,86.8669
Universite de Tunis,22102,Economie,2025,94.4703,28,Code_22102,94.3016
Universite de Tunis,22102,Informatique,2023,119.4744,28,Code_22102,
Universite de Tunis,22102,Informatique,2024,136.3555,28,Code_22102,119.4744
Universite de Tunis,22102,Informatique,2025,129.0046,28,Code_22102,136.3555
Universite de Tunis,22102,Lettres,2023,104.974,28,Code_22102,
Universite de Tunis,22102,Lettres,2024,108.905,28,Code_22102,104.974
